混	mix; confuse; pass off; muddle along; get along with sb.; muddy; turbid (variant of 浑[hún]); brainless; foolish (variant of 浑[hún]); to mingle; muddled; to drift along; to muddle along; to pass for; to get along with sb; thoughtless; reckless
分工	division of labor; divide the work; to divide up the work; division of labor
分裂	division; to split up; to divide; to break up; fission; schism
声门音	glottal sound; 
混乱	confusion; chaos; disorder
考察	Investigate; to inspect; to observe and study; on-the-spot investigation
忍	endure; tolerate; put up with; have the heart to; to bear; to endure; to tolerate; to restrain oneself
见过	seen; have seen; 
进展	evolve; get along; to make headway; to make progress
进一步	go a step further; further; to go a step further/(develop, understand, improve etc) more; further
早就	long since; already at an earlier time
热线	hotline; hotline (communications link)
恰当	appropriate; suitable
以下	below; under; that level or lower; that amount or less; the following
嘛	(auxiliary word); used in 唵嘛呢叭咪吽[ǎn má ní bā mī hōng]; (Tw) (coll.) what?||modal particle indicating that sth is obvious; particle indicating a pause for emphasis
远远	far away; distant; by far
明亮	light; bright; lightness; vividness; bright; shining; glittering; to become clear
宽广	broad; vast; extensive; wide; broad; extensive; vast
夫人	lady; madam; Mrs.; CL:位[wèi]
附件	Enclosure; appendix (in a document); enclosure (accompanying a document); (email) attachment; accessory (for a car, computer etc); (anatomy) adnexa
天上	the sky; heaven; celestial; heavenly
不行	no way; be out of the question; won't do; be out of the question; be no good; not work; not be capable
改	change; correct; revise; switch over; to change; to alter; to transform; to correct
应当	should; ought to; should; ought to
独自	alone; by oneself; one’s own; alone
肉	meat; flesh; pulp (of a fruit); (coll.) (of a fruit) squashy; (of a person) flabby; irresolute; Kangxi radical 130
环节	link; (zoology) segment (of the body of a worm, centipede etc)/(fig.) a part of an integrated whole: aspect (of a project), element (of a policy), sector (of the economy), stage (of a process) etc
摄像	camera; camera shooting; to videotape
星星	star; (coll.) a star; the stars in the sky
岸上	ashore; shore; bank; ashore; on the riverbank
刷	brush; scrub; paste up; to brush; to paint; to daub; to paste up; to skip class (of students); to fire from a job||to select
防治	to prevent and cure; prevention and cure
爆	explode; burst; quick-fry; to explode or burst; to quick fry or quick boil
度	degree; limit; to pass; to spend (time); measure; limit; extent; degree of intensity; degree (angles, temperature etc); kilowatt-hour; classifier for events and occurrences||to estimate
引导	guide; to guide; to lead (around); to conduct; to boot; introduction; primer
大批	large quantity; a smart of; legion; large quantities of
住院	be in hospital; be hospitalized; to be in hospital; to be hospitalized
二手	second hand; indirectly acquired; second-hand (information, equipment etc); assistant
准	follow; permit; allow; standard; to allow; to grant; in accordance with; in the light of; accurate; standard; definitely; certainly; about to become (bride, son-in-law etc); quasi-; para-
病人	sick person; patient; invalid; CL:个[gè]
此处	here; this place; this place; here (literary)
嫌	dislike and avoid; to dislike; suspicion; resentment; enmity; abbr. for 嫌犯[xián fàn], criminal suspect
大声	loud; loud voice; in a loud voice; loudly
常用	in common use; in common usage
歌	song; to sing; CL:支[zhī],首[shǒu]
回避	obviate; slide over; to shun; to avoid (sb); to skirt; to evade (an issue); to step back; to withdraw; to recuse (a judge etc)
山坡	hillside; mountain slope; hillside
盛行	Prevalence; to be in vogue; to be popular; to be prevalent
抽奖	lottery; lottery draw; to draw a prize; a lottery; a raffle
院	yard; compound; courtyard; college; courtyard; institution; CL:个[gè]
湖	lake; lake/CL:个[gè],片[piàn]
男女	men and women; male and female; male-female; male and female
中药	traditional Chinese medicine; traditional Chinese medicine/CL:服[fù],种[zhǒng]
胡同儿	alley; lane; bystreet; lane; alley; CL:条[tiáo]
挑选	pick; choose; select; pick out; to choose; to select
创建	found; establish; creation; to found; to establish
取款机	ATM; cash dispenser; ATM
界	boundary; scope; extent; kingdom; group; bound; (bound form) boundary; border/(bound form) realm
蓝天	blue sky
守	guard; defend; observe; to guard; to defend; to keep watch; to abide by the law; to observe (rules or ritual); nearby; adjoining
倒车	back a car; reverse; change trains or buses; to change buses, trains etc||to reverse (a vehicle); to drive backwards
约定	appoint; arrange; promise; agreement; to agree on sth (after discussion); to conclude a bargain; to arrange; to promise; to stipulate; to make an appointment; stipulated (time, amount, quality etc); an arrangement; a deal; appointment; undertaking; commitment; understanding; engagement; stipulation
正念	Mindfulness; correct mindfulness (Buddhism)
跨	Cross; to step across; to stride over; to straddle; to span
故障	malfunction; breakdown; defect; shortcoming; fault; failure; impediment; error; bug (in software)
通知书	notice; written notice
内衣	underwear; underclothes; undies; undergarment; underwear; CL:件[jiàn]
看好	look to further increase; optimistic about; to keep an eye on||to regard as having good prospects
琴	zither; a general name for certain musical instruments; guqin 古琴[gǔ qín] (a type of zither); musical instrument in general
场地	space; place; site; space; site; place; sports pitch
讲课	teach; lecture; teach; lecture
哪些	which; which ones?/who?/what?
协商	consult; to consult with; to talk things over; agreement
惊喜	surprise; pleasantly surprised; nice surprise; to be pleasantly surprised
纸	paper; classifier for documents, letter etc; CL:张[zhāng],沓[dá]
标题	title; heading; title; heading; headline; caption; subject
驻	station; resident; stationed; located at; to halt; to stay; to be stationed (of troops, diplomats etc)
尝试	attempt; to try; to attempt/CL:次[cì]
合	close; shut; be equal to; add up to; join; 100 ml; one-tenth of a peck; measure for dry grain equal to one-tenth of sheng 升 or liter, or one-hundredth dou 斗||to close; to join; to fit; to be equal to; whole; together; round (in battle); conjunction (astronomy); 1st note of pentatonic scale; old variant of 盒[hé]
果树	fruiter; fruit tree; fruit tree/CL:棵[kē]
献	offer; present; dedicate; donate;  show; put on; display; to offer; to present; to dedicate; to donate; to show; to put on display; worthy person (old)
助理	assistant
实力	strength
规范	criterion; rule; norm; standard; specification; regulation; rule; within the rules; to fix rules; to regulate; to specify
服	clothes; dress; serve; take; be convinced; be accustomed to; clothes; dress; garment; to serve (in the military, a prison sentence etc); to obey; to be convinced (by an argument); to convince; to admire; to acclimatize; to take (medicine); mourning clothes; to wear mourning clothes||classifier for medicine: dose
外头	outside; out
超	exceed; surpass; overtake; go beyond; to exceed; to overtake; to surpass; to transcend; to pass; to cross; ultra-; super-
手法	technique; trick; skill
不必	need not; not have to; need not; does not have to; not necessarily
体育场	stadium; stadium/CL:个[gè],座[zuò]
厂	factory; mill; plant; works; "cliff" radical in Chinese characters (Kangxi radical 27), occurring in 原, 历, 压 etc||factory; yard; depot; workhouse; works; (industrial) plant
扁	flat; (coll.) to beat (sb) up; old variant of 匾[biǎn]||small boat; surname Pian||flat
球鞋	sneakers; gym shoes; athletic shoes
看得起	think highly of; have a good opinion of; to show respect for; to think highly of
不对	incorrect; wrong; amiss; abnormal; queer
沿	along; follow; along; to follow (a line, tradition etc); to carry on; to trim (a border with braid, tape etc); border; edge
没收	confiscate; expropriate; to confiscate; to seize
防	guard against; defend; to protect; to defend; to guard against; to prevent
降	fall; drop; descend; come down; lower; to drop; to fall; to come down; to descend||to surrender; to capitulate; to subdue; to tame
光线	light; optical line; light ray; light; illumination; lighting (for a photograph); CL:条[tiáo],道[dào]
子弹	Bullet; bullet/CL:粒[lì],颗[kē],发[fā]
透露	disclose; to leak out; to divulge; to reveal
好玩儿	fun; interesting; amusing; fun; interesting||to be playful; to be fond of one's fun
获	obtain; win; reap; capture; catch; (literary) to catch; to capture; (literary) to get; to obtain; to win; (bound form) to reap; to harvest
路线	path; route; way; line; itinerary; route; political line (e.g. right revisionist road); CL:条[tiáo]
肺	lung; lung/CL:个[gè]
赞赏	praise; panegyrize; eulogize; admiration; to admire; to praise; to appreciate
多久	how long; (of time) how long?/(not) a long time
联合国	United Nations
铃声	ring; the tinkle of bells; ring; ringtone; bell stroke; tintinnabulation
舞蹈	Dance; dance (performance art)/dancing
收音机	radio; radio/CL:台[tái]
出行	travel; trip; getting around; to go out somewhere (relatively short trip)/to set off on a journey (longer trip)
年初	beginning of the year
考核	examine; assess; to examine; to check up on; to assess; to review; appraisal; review; evaluation
评论	to comment on; to discuss; comment; commentary; CL:篇[piān]
顽皮	naughty; mischievous; naughty
